rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU1233	395.5334503182087	-0.2448897997030894	0.12925216355826644	-1.8946669282846775	0.058136541810017046	0.12051158020494225
TU2599	61.19015983850652	-0.4762386446888007	0.2514773647091482	-1.8937634615330299	0.05825641356261269	0.12069765476615725
TU2116	35.60279518595951	0.5514212055523838	0.29128317074182675	1.89307608863241	0.05834775151742123	0.12082445032713932
TU2431	1179.7100410005523	-0.22018599253813503	0.1163744075896128	-1.8920482355073067	0.05848455432849348	0.12104521337270538
TU1329	22.128769518138974	0.6817999899203832	0.36061136925993287	1.8906780208278287	0.058667338179841245	0.12136086623476965
TU1813	45.84688711150883	0.5016605108722105	0.26543539070444794	1.8899533688436827	0.058764196908208784	0.12149853811501239
TU130	408.5912027539447	0.42406884266852446	0.22469729278397413	1.887289505869694	0.059121397152762156	0.12217406246671315
TU3528	952.7504785076103	0.20406780106428776	0.10831894702467575	1.883952961782391	0.059571338376327415	0.1230404407783084
TU3491	36.529474691474014	-0.5419481274578988	0.28778634874892123	-1.883161344566488	0.059678505862389236	0.12319831617009189
TU2189	530.7249055943325	-0.22605283749376678	0.1201367261067126	-1.8816297465354033	0.05988630446107507	0.12356366164922797
TU2325	105.93193993446677	-0.368648422564306	0.19599853559379474	-1.8808733516679261	0.05998914900477915	0.1237121905144854
TU508	169.85251530277793	0.30983543175295053	0.16482230160455158	1.8798149809624696	0.060133298022255914	0.12394570271014085
TU3313	159.92778143411604	-0.31687316063145077	0.16872191641922854	-1.8780794300848638	0.06037029984098306	0.1243702631359204
TU1573	1012.0343786845862	0.16893006229053462	0.09003222344392131	1.876328894573582	0.060610131741310115	0.12477554030145767
TU2526	4006.4600148325776	0.2708006942299183	0.14436839873634977	1.8757615697079475	0.0606880272206444	0.12477554030145767
TU3078	93.0678453195367	-0.36016447559881093	0.19199827294791683	-1.87587351734415	0.0606726498936967	0.12477554030145767
TU549	30.888683983315	0.693786783513597	0.3698744011283736	1.8757361455593191	0.06069151997701234	0.12477554030145767
TU3146	11.787805493393824	-0.8784695732733724	0.4687964538254646	-1.8738827184056117	0.060946591891754595	0.12523571855153467
TU2402	184.32096444885877	0.313510582383187	0.1673542644354856	1.8733348889597259	0.06102215496483219	0.12532675166701446
TU1737	8771.205283857676	0.8215923257821548	0.439273704166907	1.8703426086938761	0.06143625618499566	0.12611262214318872
TU2322	361.91824156529566	-0.24358463539353875	0.13045878205225558	-1.8671386591358052	0.06188222699414239	0.12696307472851423
TU135	400.56797764541335	-0.19197711294549924	0.10285828716859015	-1.8664233892096476	0.06198215330218676	0.12710304480228476
TU2710	236.10694915112921	0.4055765362901101	0.21760871299918205	1.8637881300811452	0.06235146330758303	0.12779499815956052
TU1342	12.026138399772272	0.8893665291772674	0.4773734245118891	1.8630415593131067	0.062456419355926704	0.12788799045109397
